avro_ju_add-greedy,avro_jmh_add-greedy,avro_ju_divga,avro_jmh_divga,avro_ju_igdeci,avro_jmh_igdeci,avro_ju_igdecn,avro_jmh_igdecn,avro_ju_qaoai,avro_jmh_qaoai,avro_ju_qaoan,avro_jmh_qaoan,hive_ju_add-greedy,hive_jmh_add-greedy,hive_ju_divga,hive_jmh_divga,hive_ju_igdeci,hive_jmh_igdeci,hive_ju_igdecn,hive_jmh_igdecn,hive_ju_qaoai,hive_jmh_qaoai,hive_ju_qaoan,hive_jmh_qaoan
0.5263736263736264,0.6784635304272767,1.0,1.0,0.3157894736842105,0.11528822055137844,0.3116883116883117,0.09523809523809523,0,0.0,0.49261083743842365,0.19111969111969113,0.6544235068668157,0.6017068587535234,0.7741935483870968,0.8709677419354839,0.1935483870967742,0.2903225806451613,0.0,0.0,0.0,0.0,0.49301877708233033,0.8001573564122738
0.5263736263736264,0.6784635304272767,1.0,1.0,0.3482142857142857,0.11027568922305764,0.3469387755102041,0.10158730158730159,0,0.0,0.4965986394557823,0.6992481203007519,0.6544235068668157,0.6017068587535234,0.5806451612903226,0.8709677419354839,0.1935483870967742,0.2903225806451613,0.0,0.0,0.0,0.0,0.17373634747269495,0.5225806451612903
0.5263736263736264,0.6784635304272767,0.9047619047619048,1.0,0.3571428571428571,0.13333333333333333,0.36428571428571427,0.11428571428571428,0,0.0,0.5324675324675324,0.38646616541353385,0.6544235068668157,0.6017068587535234,0.7741935483870968,0.8709677419354839,0.1935483870967742,0.2903225806451613,0.0,0.2903225806451613,0.0,0.0,0.5888300433317284,0.8064516129032258
0.5263736263736264,0.6784635304272767,1.0,1.0,0.3857142857142857,0.15789473684210525,0.3609022556390977,0.12063492063492062,0,0.0,0.0,0.6795366795366795,0.6544235068668157,0.6017068587535234,0.7862903225806451,0.8709677419354839,0.1935483870967742,0.2903225806451613,0.0,0.2903225806451613,0.0,0.0,0.41073627185422307,0.8030199039121483
0.5263736263736264,0.6784635304272767,1.0,1.0,0.35403726708074534,0.15789473684210525,0.36428571428571427,0.14634146341463414,0,0.0,0.25396825396825395,0.16795366795366795,0.6544235068668157,0.6017068587535234,0.7838709677419354,0.8709677419354839,0.1935483870967742,0.2903225806451613,0.1935483870967742,0.2903225806451613,0.0,0.0,0.027006751687921982,0.5367044463818658
0.5263736263736264,0.6784635304272767,1.0,1.0,0.35064935064935066,0.15789473684210525,0.3857142857142857,0.13043478260869565,0,0.0,0.39285714285714285,0.41680672268907565,0.6544235068668157,0.6017068587535234,0.7811059907834101,0.8709677419354839,0.1935483870967742,0.2903225806451613,0.1935483870967742,0.2903225806451613,0.0,0.0,0.38909727431857966,0.8078541374474053
0.5263736263736264,0.6784635304272767,1.0,1.0,0.35403726708074534,0.15789473684210525,0.36734693877551017,0.11764705882352941,0,0.0,0.20689655172413793,0.7279843444227005,0.6544235068668157,0.6017068587535234,0.5806451612903226,0.8709677419354839,0.1935483870967742,0.2903225806451613,0.1935483870967742,0.2903225806451613,0.0,0.0,0.2263486039577121,0.5283870967741936
0.5263736263736264,0.6784635304272767,0.9166666666666666,1.0,0.35403726708074534,0.15789473684210525,0.3609022556390977,0.13333333333333333,0,0.0,0.30357142857142855,0.5414462081128748,0.6544235068668157,0.6017068587535234,0.5806451612903226,0.8709677419354839,0.1935483870967742,0.2903225806451613,0.1935483870967742,0.2903225806451613,0.0,0,0.5929993136582018,0.512697323266987
0.5263736263736264,0.6784635304272767,1.0,1.0,0.35403726708074534,0.15789473684210525,0.36734693877551017,0.1276595744680851,0,0.0,0.4666666666666667,0.27906976744186046,0.6544235068668157,0.6017068587535234,0.7741935483870968,0.8709677419354839,0.1935483870967742,0.2903225806451613,0.1935483870967742,0.2903225806451613,0.0,0.0,0.4315532664678775,0.501577840112202
0.5263736263736264,0.6784635304272767,1.0,1.0,0.35403726708074534,0.15789473684210525,0.3571428571428571,0.125,0,0.0,0.21714285714285714,0.38198757763975155,0.6544235068668157,0.6017068587535234,0.7741935483870968,0.8709677419354839,0.1935483870967742,0.2903225806451613,0.1935483870967742,0.2903225806451613,0.0,0.0,0.030791788856304986,0.781503257587796
0.4564102564102564,0.6392276422764227,1.0,1.0,0.2608695652173913,0.12962962962962962,0.2753623188405797,0.125,0,0.0,0.5225225225225225,0.2571428571428571,0.5901511203751953,0.5118804292284108,0.6578947368421053,0.7631578947368421,0.15789473684210525,0.23684210526315788,0.15789473684210525,0.23684210526315788,0.0,0.0,0.1837568058076225,0.46958714150646075
0.4564102564102564,0.6392276422764227,1.0,1.0,0.3043478260869565,0.17054263565891473,0.2898550724637681,0.1488095238095238,0,0.0,0.3870967741935484,0.17886178861788618,0.5901511203751953,0.5118804292284108,0.6578947368421053,0.7631578947368421,0.15789473684210525,0.23684210526315788,0.15789473684210525,0.23684210526315788,0.0,0.0,0.3307919331037875,0.4776887871853547
0.4564102564102564,0.6392276422764227,1.0,1.0,0.30158730158730157,0.21296296296296297,0.30303030303030304,0.15602836879432624,0,0.0,0.3125,0.3680555555555555,0.5901511203751953,0.5118804292284108,0.6578947368421053,0.7631578947368421,0.15789473684210525,0.23684210526315788,0.15789473684210525,0.23684210526315788,0.0,0.0,0.03225806451612903,0.4747693977211069
0.4564102564102564,0.6392276422764227,1.0,1.0,0.30303030303030304,0.2072072072072072,0.3181818181818182,0.17886178861788618,0,0.0,0.5128205128205128,0.4324324324324324,0.5901511203751953,0.5118804292284108,0.6578947368421053,0.7631578947368421,0.15789473684210525,0.23684210526315788,0.15789473684210525,0.23684210526315788,0.0,0.0,0.3334703947368421,0.7138968109929997
0.4564102564102564,0.6392276422764227,1.0,1.0,0.2753623188405797,0.2072072072072072,0.31746031746031744,0.18333333333333332,0,0.0,0.5092592592592592,0.3120567375886525,0.5901511203751953,0.5118804292284108,0.5,0.7631578947368421,0.15789473684210525,0.23684210526315788,0.15789473684210525,0.23684210526315788,0.0,0,0.1858264081255771,0.6773713945881653
0.4564102564102564,0.6392276422764227,1.0,1.0,0.2753623188405797,0.2072072072072072,0.30303030303030304,0.1981981981981982,0,0.0,0.5158730158730158,0.3715846994535519,0.5901511203751953,0.5118804292284108,0.5,0.7631578947368421,0.15789473684210525,0.23684210526315788,0.15789473684210525,0.23684210526315788,0.0,0.0,0.20297670405522,0.467525195968645
0.4564102564102564,0.6392276422764227,1.0,1.0,0.2753623188405797,0.2072072072072072,0.2898550724637681,0.2072072072072072,0,0.0,0.4298245614035088,0.4222222222222222,0.5901511203751953,0.5118804292284108,0.5,0.7631578947368421,0.15789473684210525,0.23684210526315788,0.15789473684210525,0.23684210526315788,0.0,0.0,0.17496443812233287,0.4728398536448072
0.4564102564102564,0.6392276422764227,1.0,1.0,0.2753623188405797,0.2072072072072072,0.2777777777777778,0.19999999999999998,0,0.0,0.6470588235294118,0.6666666666666666,0.5901511203751953,0.5118804292284108,0.5,0.7631578947368421,0.15789473684210525,0.23684210526315788,0.15789473684210525,0.23684210526315788,0.0,0.0,0.375053487376979,0.6699621983134632
0.4564102564102564,0.6392276422764227,1.0,1.0,0.2753623188405797,0.2072072072072072,0.2777777777777778,0.19999999999999998,0,0.0,0.43859649122807015,0.5793650793650793,0.5901511203751953,0.5118804292284108,0.5,0.7631578947368421,0.15789473684210525,0.23684210526315788,0.15789473684210525,0.23684210526315788,0.0,0.0,0.44537815126050423,0.6973684210526316
0.4564102564102564,0.6392276422764227,1.0,1.0,0.2753623188405797,0.2072072072072072,0.2753623188405797,0.2043010752688172,0,0.0,0.4954954954954955,0.39999999999999997,0.5901511203751953,0.5118804292284108,0.5,0.7631578947368421,0.15789473684210525,0.23684210526315788,0.15789473684210525,0.23684210526315788,0.0,0.0,0.17204568023833167,0.6830786644029428
